subfield_id,subfield_name,field_name,scope,includes,excludes,flagship_journals,wikipedia_anchor,card_confidence
2503,Ceramics and Composites,Materials Science,"Structural and functional ceramic materials and composite materials engineering. Covers ceramic processing and properties, fiber-reinforced and matrix composites, and their mechanical and thermal characterization.",ceramic processing and sintering; structural and functional ceramics; ceramic-matrix and metal-matrix composites; fiber-reinforced polymer composites; mechanical properties of composites; thermal barrier coatings; glass-ceramics,"chemical synthesis routes and compositional chemistry of ceramic/composite precursor materials -> Materials Chemistry ; structural mechanics of composite parts (stress, fatigue, failure analysis of structures) where the structure, not the material, is the object -> Mechanics of Materials",Journal of the European Ceramic Society; Composites Science and Technology; Ceramics International; Composites Part B: Engineering,https://en.wikipedia.org/wiki/Ceramic_engineering,high
2504,"Electronic, Optical and Magnetic Materials",Materials Science,"Materials science of substances defined by their electronic, magnetic, or optical response: semiconductors, magnetic materials, dielectrics, optical/photonic materials, and other functional materials whose defining useful property is charge transport, magnetism, or light interaction. Covers structure-property relationships and device-relevant materials physics for these functional responses. ARBITRATION vs Electrical and Electronic Engineering [Engineering] and Materials Chemistry [Materials Science]: this card owns the materials science of electronic/magnetic/optical functional response (dielectrics, ferroelectrics, magnetics, photonics); circuit/device/system engineering using these materials belongs to Electrical and Electronic Engineering (2208); chemical synthesis/composition work belongs to Materials Chemistry (2505).","semiconductors and doped materials; magnetic materials (ferro-, ferri-, multiferroics, Heusler alloys); dielectric and ferroelectric materials; optical and photonic materials; organic/molecular conductors and semiconductors; spintronic materials; superconducting materials; thermoelectric materials","synthesis routes and bulk chemical characterization of materials -> Materials Chemistry ; fundamental atomic/molecular-scale optics and light-matter interaction physics -> Atomic and Molecular Physics, and Optics ; circuit, device, and system engineering applications built using electronic/magnetic/optical materials, as opposed to the materials science of the functional response itself -> Electrical and Electronic Engineering",Advanced Electronic Materials; Journal of Magnetism and Magnetic Materials; physica status solidi; Optical Materials,,high
2505,Materials Chemistry,Materials Science,"Chemistry-driven materials science: synthesis, chemical composition, and structure-property characterization of solid materials including nanomaterials, ceramics, composite materials, carbon materials, and inorganic/organic functional compounds. Emphasis is on chemical synthesis routes and physicochemical properties rather than a specific end-use device class. ARBITRATION vs Electrical and Electronic Engineering [Engineering] and Electronic, Optical and Magnetic Materials [Materials Science]: this card owns chemical synthesis and physicochemical characterization of materials; device/circuit engineering applications belong to Electrical and Electronic Engineering (2208); materials defined by electronic/magnetic/optical functional response belong to Electronic, Optical and Magnetic Materials (2504). Materials designed to function inside or interface with the body belong to Biomaterials (2502); the device engineering that uses them belongs to Biomedical Engineering (2204); energy-conversion/fuel materials not for the body belong to Renewable Energy, Sustainability and the Environment (2105) or Fuel Technology (2103) depending on framing.","nanomaterials synthesis and characterization; ceramics and inorganic compounds; carbon materials (graphene, nanotubes, boron-carbon); ferrites and magnetic oxide chemistry; polyoxometalates and coordination materials; composite material chemistry; chemical and physical property characterization of materials","electrical/electronic device engineering applications of materials -> Electrical and Electronic Engineering ; materials defined primarily by electronic/optical/magnetic functional response -> Electronic, Optical and Magnetic Materials ; mechanical engineering design and manufacturing using materials -> Mechanical Engineering ; mechanical/structural behavior and failure of materials under load -> Mechanics of Materials ; polymer-specific synthesis and processing -> Polymers and Plastics ; materials for biomedical/in-body applications -> Biomaterials",Chemistry of Materials; Journal of Materials Chemistry A; ACS Applied Materials & Interfaces; Materials Chemistry and Physics,,high
2506,Metals and Alloys,Materials Science,"Metallurgy and the science/engineering of metallic materials: alloy design, phase behavior, microstructure, processing (casting, forming, heat treatment), and the mechanical/physical properties of metals and alloys.","alloy design and phase diagrams; metallurgical processing (casting, forming, heat treatment, welding); microstructure of metals; corrosion of metals; metal matrix composites; light and structural alloys","electrochemical corrosion mechanisms and protection, ONLY when the paper's core contribution is mechanism-centric (electrode kinetics, passivation chemistry); metallurgy- and microstructure-centric corrosion studies stay here -> Electrochemistry",Metallurgical and Materials Transactions A; Materials Science and Engineering: A; Journal of Alloys and Compounds,https://en.wikipedia.org/wiki/Alloy,high
2507,Polymers and Plastics,Materials Science,"Polymer science and engineering: synthesis, structure, crystallization, and processing of polymers, plastics, elastomers, and polymer-based composites/nanocomposites, plus characterization of their mechanical and functional properties.","polymer synthesis and characterization; polymer crystallization and morphology; polymer nanocomposites; polymer processing (foaming, molding, resins); self-healing and stimuli-responsive polymers; elastomers and rubber materials",general materials chemistry not specific to polymers -> Materials Chemistry ; mechanical engineering design/manufacturing using polymer parts -> Mechanical Engineering,Polymer; Macromolecules; Journal of Polymer Science; Polymer Chemistry,https://en.wikipedia.org/wiki/Polymer,high
2508,"Surfaces, Coatings and Films",Materials Science,"Science of surfaces, thin films, and coatings: surface modification, deposition techniques, film growth, and surface-specific properties such as wettability, adhesion, and corrosion/wear protection.",thin-film deposition and growth; surface modification and functionalization; coatings for corrosion/wear protection; wettability and superhydrophobic surfaces; surface characterization techniques; multilayer and nanostructured films,"surface thermodynamics, adsorption equilibria, and physical-chemical theory of surface phenomena, studied as physical/theoretical chemistry rather than materials/coatings engineering -> Physical and Theoretical Chemistry ; analytical determination and quantification of surface composition using chemical-analysis methods, where the analytical method is the contribution rather than the coating/film material itself -> Analytical Chemistry ; bulk chemical synthesis and composition of the coating/film material itself, as opposed to its surface-specific deposition and functional behavior -> Materials Chemistry ; mechanical wear, friction, and structural-failure behavior of coated/thin-film systems under load, studied as materials mechanics -> Mechanics of Materials",Surface and Coatings Technology; Thin Solid Films; Applied Surface Science,https://en.wikipedia.org/wiki/Coating,high
2602,Algebra and Number Theory,Mathematics,"Pure mathematics of algebraic structures and number-theoretic objects: groups, rings, fields, modules, algebras, and the properties of integers and their generalizations, including analytic and algebraic number theory.",group theory; ring and module theory; field theory; analytic number theory; algebraic number theory; Diophantine equations; representation theory,"discrete/combinatorial structures, graph theory, and enumerative combinatorics studied for their combinatorial properties rather than as algebraic objects -> Discrete Mathematics and Combinatorics ; algebraic structures (Lie algebras, group representations) developed and motivated by a physical theory, framed as mathematical physics -> Mathematical Physics ; geometric and topological structures and their invariants, even when studied via algebraic methods (algebraic geometry/topology framed as geometry) -> Geometry and Topology ; numerical and computational algorithms for solving algebraic or number-theoretic problems, where the applied-computation contribution is primary -> Applied Mathematics",Journal of Algebra; Journal of Number Theory; Algebra & Number Theory,https://en.wikipedia.org/wiki/Number_theory,high
2604,Applied Mathematics,Mathematics,"Mathematical methods and analysis developed for application to real-world and scientific problems: differential equations (ODEs, PDEs, boundary value problems), harmonic and functional analysis, and mathematical techniques used across the sciences and engineering.",ordinary and partial differential equations; boundary value problems; harmonic analysis; integral transforms and special functions; perturbation and asymptotic methods; mathematical modeling techniques; functional analysis applications; mathematical epidemiology and population-dynamics models where the mathematical analysis is the contribution,"mathematical structures developed specifically for/from physical theory (quantum, statistical, field theory) -> Mathematical Physics ; geometric and topological structure as the primary object of study -> Geometry and Topology ; population, community or ecosystem dynamics modelled as ecology (species interactions, niche, food webs) where the ecological system is the object -> Ecological Modeling",SIAM Journal on Applied Mathematics; Journal of Differential Equations; Applied Mathematics and Computation,https://en.wikipedia.org/wiki/Applied_mathematics,high
2605,Computational Mathematics,Mathematics,"Mathematics of algorithms and computational methods for solving mathematical problems: computer algebra, discretization schemes, computational complexity of mathematical problems, and algorithm design for mathematical computation broadly, distinct from the numerical-error/convergence focus of Numerical Analysis.",computer algebra systems; algorithmic mathematics; computational complexity of mathematical problems; symbolic computation; discretization methods; computational number theory,"error analysis, convergence, and stability of specific numerical schemes -> Numerical Analysis ; algorithm development for matrix/tensor computation and numerical linear algebra -> Numerical Analysis",Journal of Computational Mathematics; SIAM Journal on Scientific Computing; Journal of Computational and Applied Mathematics,https://en.wikipedia.org/wiki/Computational_mathematics,medium
2607,Discrete Mathematics and Combinatorics,Mathematics,"Mathematics of discrete structures: combinatorics, graph theory, enumeration, combinatorial optimization, and discrete structures such as posets, designs, and codes.",graph theory; combinatorial enumeration; combinatorial optimization; design theory and coding theory; extremal combinatorics; discrete structures and posets,"algebraic structures (groups, rings, fields) and number-theoretic objects studied for their algebraic properties rather than as combinatorial/discrete structures -> Algebra and Number Theory ; computational complexity theory, algorithm design/analysis, and automata theory as a computer-science discipline -> Computational Theory and Mathematics ; error-correcting codes and coding theory framed as a communications-engineering application rather than discrete-mathematics theory -> Computer Networks and Communications ; metaheuristic and evolutionary-computation search methods applied to combinatorial problems, where the learning/search-algorithm contribution is primary -> Artificial Intelligence","Journal of Combinatorial Theory, Series A; Discrete Mathematics; Combinatorica",https://en.wikipedia.org/wiki/Combinatorics,high
2608,Geometry and Topology,Mathematics,"Pure mathematics of geometric and topological structure: differential geometry, algebraic geometry, algebraic/geometric topology, and the study of manifolds, complex spaces, and their invariants.",differential geometry; algebraic geometry; algebraic and geometric topology; complex manifolds; low-dimensional topology; geometric group theory,"geometric/topological methods used primarily to formulate physical theories (general relativity, gauge theory as physics) -> Mathematical Physics ; applied analytic techniques (differential equations) not centered on geometric structure -> Applied Mathematics",Geometry & Topology; Journal of Differential Geometry; Topology and its Applications,https://en.wikipedia.org/wiki/Topology,high
2610,Mathematical Physics,Mathematics,"Rigorous mathematical structures and methods developed for or motivated by physical theory: spectral theory, integrable systems, mathematical foundations of quantum/statistical/field theory, and dynamical systems with a physics interpretation.",spectral theory; integrable systems; mathematical foundations of quantum mechanics and field theory; dynamical systems and chaos with physical interpretation; fractals in physical systems; mathematical statistical mechanics,differential equations and analysis without a specific physical-theory motivation -> Applied Mathematics ; geometric/topological structure as the primary object of study -> Geometry and Topology,Journal of Mathematical Physics; Communications in Mathematical Physics; Letters in Mathematical Physics,https://en.wikipedia.org/wiki/Mathematical_physics,high
2611,Modeling and Simulation,Mathematics,"Mathematical and computational methods for building and running models of systems (physical, biological, social, or engineered) as a methodology in its own right: model formulation, simulation algorithms, and validation techniques applied across domains, rather than the specific application domain itself.",mathematical model formulation; simulation algorithms and techniques; agent-based and system-level modeling methods; model validation and calibration; discrete-event and continuous simulation; cross-disciplinary modeling frameworks,algorithm design/analysis for computation as a mathematical object in itself -> Computational Mathematics,Mathematics and Computers in Simulation; Simulation Modelling Practice and Theory; SIMULATION,https://en.wikipedia.org/wiki/Computer_simulation,medium
2612,Numerical Analysis,Mathematics,"Mathematics of numerical methods for continuous problems: numerical solution of equations, error and convergence analysis, numerical linear algebra, and approximation theory for computational schemes.",iterative methods for equations; numerical linear algebra; error and convergence analysis; approximation theory; numerical solution of differential equations; finite element/finite difference methods,algorithmic/symbolic and complexity-focused computational mathematics not centered on numerical error/convergence -> Computational Mathematics,Numerische Mathematik; SIAM Journal on Numerical Analysis; Journal of Computational and Applied Mathematics,https://en.wikipedia.org/wiki/Numerical_analysis,high
2613,Statistics and Probability,Mathematics,"Covers probability theory and both theoretical and applied statistics: the mathematical study of randomness, and the methods used to design studies, model data, and draw inferences from it across any discipline. ARBITRATION vs Statistics, Probability and Uncertainty [Decision Sciences]: this card owns statistics and probability theory and methodology pursued as mathematics/statistics scholarship in its own right; decision-oriented applied statistics and uncertainty quantification framed for management/operational decision-making belong to Statistics, Probability and Uncertainty (1804).",probability theory and stochastic processes; statistical inference (frequentist and Bayesian); experimental and survey design; statistical modeling and regression; time series and multivariate analysis; computational/statistical methods for data analysis; biostatistics and applied statistical methods,"machine learning algorithm development as a computing discipline -> Artificial Intelligence ; applied statistics and uncertainty quantification framed as decision-relevant methodology for management/operational decision-making under uncertainty -> Statistics, Probability and Uncertainty",Journal of the American Statistical Association; Annals of Statistics; Biometrika; Journal of the Royal Statistical Society: Series B; Statistics in Medicine,https://en.wikipedia.org/wiki/Statistics,high
2614,Theoretical Computer Science,Mathematics,"Covers the mathematical foundations of computation: algorithms and their complexity, formal models of computation, logic, and the theory underlying programming languages and cryptography.",computational complexity theory; algorithm design and analysis; automata theory and formal languages; computability theory; logic and formal methods in computer science; theoretical cryptography; combinatorial and graph-theoretic algorithms,"applied/systems-level software and computing infrastructure -> Computer Science Applications ; statistical learning theory framed as an AI method -> Artificial Intelligence ; applied security protocols, cryptanalysis of deployed systems and network security engineering -> Computer Networks and Communications",Journal of the ACM; Theoretical Computer Science; SIAM Journal on Computing; Information and Computation,https://en.wikipedia.org/wiki/Theoretical_computer_science,medium
2702,Anatomy,Medicine,"The structural organization of the human (and comparative) body at the gross, microscopic, and developmental level. Covers gross anatomy, histology, neuroanatomy, and comparative/functional anatomy, typically as a descriptive or structural discipline underlying clinical and biological specialties.",gross anatomy and dissection-based studies; histology and microanatomy; neuroanatomy; comparative and functional anatomy; developmental/embryological anatomy; anatomical variation and clinical anatomy for surgical planning,physiological function and regulation as the primary focus rather than structure -> Physiology,Clinical Anatomy; Journal of Anatomy; Anatomical Sciences Education,https://en.wikipedia.org/wiki/Anatomy,high
2703,Anesthesiology and Pain Medicine,Medicine,"Covers the clinical practice and research of anesthesia, perioperative patient management, sedation, and the diagnosis and treatment of acute and chronic pain.","general, regional and local anesthesia techniques; perioperative monitoring and management; critical care sedation and analgesia; chronic pain syndromes and management; opioid and non-opioid analgesics; nerve blocks and interventional pain procedures; palliative and cancer pain control","general or multisystem adult inpatient medicine and comorbidity management where anesthesia or a pain-procedure is not the focus -> Internal Medicine ; ongoing multi-organ critical-illness management in the ICU beyond perioperative anesthesia and procedural analgesia -> Critical Care and Intensive Care Medicine ; the neuroscience mechanism of pain perception, nociceptive processing, or the placebo effect studied without a clinical anesthetic or interventional-pain-procedure framing -> Sensory Systems",Anesthesiology; Anesthesia & Analgesia; British Journal of Anaesthesia; Pain; Regional Anesthesia and Pain Medicine,https://en.wikipedia.org/wiki/Anesthesiology,high
2704,Biochemistry,Medicine,"Covers the chemical processes and biomolecules underlying human physiology and disease: metabolism, enzymes, and the structure/function of proteins, lipids, and other biomolecules, especially as studied in a clinical or biomedical context. ARBITRATION vs Biochemistry [Biochemistry, Genetics and Molecular Biology]: biochemistry framed around a human disease mechanism, disease biomarker, or clinical/biomedical outcome stays here; fundamental, mechanism-first biomolecule chemistry studied for its own sake (any organism) belongs to Biochemistry [Biochemistry, Genetics and Molecular Biology].","metabolic pathways and enzyme kinetics; clinical/diagnostic biochemistry; protein, lipid and carbohydrate biochemistry; biomarkers of disease; oxidative stress and redox biochemistry; biochemical basis of disease mechanisms","gene expression, cell signaling, and molecular genetic mechanisms -> Molecular Biology ; fundamental, non-disease-framed chemistry of biomolecules (enzyme mechanism, metabolic pathway chemistry, bioenergetics) studied for its own biochemical interest rather than a human disease or clinical outcome -> Biochemistry ; laboratory diagnostics, assay methodology and disease-marker measurement as lab medicine -> Clinical Biochemistry",Journal of Biological Chemistry; Biochemistry; Clinical Biochemistry; Biochemical Journal,https://en.wikipedia.org/wiki/Biochemistry,medium
2705,Cardiology and Cardiovascular Medicine,Medicine,"Covers clinical and translational research on diseases of the heart and vascular system, including their diagnosis, risk assessment, and treatment.","coronary artery disease and heart failure; cardiac arrhythmias and electrophysiology; hypertension and cardiovascular risk factors; cardiac imaging and diagnostics; interventional and structural cardiology; cardiac devices (pacing, defibrillation); cardiovascular disease in special populations (e.g. pregnancy)","general or multisystem adult medicine where a cardiovascular abnormality is incidental rather than the primary diagnosis -> Internal Medicine ; basic molecular/genetic mechanisms of cardiac disease (protein aggregation, ion-channel mutation biology) studied without patient-level diagnosis or clinical management -> Molecular Biology ; engineering design and development of cardiac devices (pacemakers, mechanical circulatory support hardware) as a technology contribution -> Biomedical Engineering ; preclinical cardiovascular pharmacology: vasoactive peptides, receptor pharmacology and drug mechanism without patient-level framing -> Pharmacology",Circulation; Journal of the American College of Cardiology; European Heart Journal; Heart; American Journal of Cardiology,https://en.wikipedia.org/wiki/Cardiology,high
2706,Critical Care and Intensive Care Medicine,Medicine,"Clinical medicine focused on the diagnosis and management of critically ill patients in intensive/critical care settings: multi-organ failure, mechanical ventilation, sepsis management, hemodynamic monitoring, and ICU-specific care protocols.",intensive care unit (ICU) management; mechanical ventilation and respiratory support; sepsis and septic shock; multi-organ dysfunction and failure; hemodynamic monitoring; ICU sedation and delirium; critical care nutrition; post-ICU outcomes and recovery,general ward-level adult medicine and comorbidity management not requiring ICU-level organ support -> Internal Medicine ; perioperative anesthesia induction and procedural/interventional pain management -> Anesthesiology and Pain Medicine ; chronic pulmonary disease management framed as a respiratory-medicine specialty rather than acute ICU multi-organ critical illness -> Pulmonary and Respiratory Medicine,Critical Care Medicine; Intensive Care Medicine; Critical Care; Journal of Critical Care,https://en.wikipedia.org/wiki/Intensive_care_medicine,high
2707,Complementary and alternative medicine,Medicine,"Covers research on non-conventional therapeutic approaches and their clinical evaluation, including herbal and traditional medicine systems, medicinal plant use, and other alternative or integrative therapeutic practices.",herbal medicine and phytotherapy; traditional/folk and Chinese medicine systems; medicinal plants and natural product remedies; acupuncture and other integrative therapies; dietary supplements; ethnopharmacology and traditional use studies; efficacy/safety evaluation of alternative treatments,"plant biology, taxonomy or agronomy without a medicinal-use framing -> Plant Science ; molecular mechanism studies of bioactive compounds not framed around alternative/traditional medicine use -> Molecular Biology ; pharmacology and pharmacokinetics of conventional or isolated pharmaceutical compounds -> Pharmacology",Journal of Ethnopharmacology; Phytomedicine; BMC Complementary Medicine and Therapies; Evidence-Based Complementary and Alternative Medicine,https://en.wikipedia.org/wiki/Alternative_medicine,high
2708,Dermatology,Medicine,"Covers the clinical practice and research of skin, hair, and nail diseases, including their diagnosis, treatment, and dermatologic manifestations of systemic disease.","skin cancer and melanoma; inflammatory skin diseases (psoriasis, eczema); dermatologic infections; cosmetic and aesthetic dermatology; wound healing; drug- and disease-related skin toxicity; dermatopathology",systemic disease with skin manifestations where the primary contribution is the systemic diagnosis rather than the dermatologic management -> Internal Medicine ; skin cancer/melanoma treatment framed as oncologic staging and systemic therapy rather than dermatologic diagnosis and topical/procedural management -> Oncology ; basic cellular/molecular mechanisms of skin pigmentation or keratinocyte biology studied without a disease-diagnosis framing -> Cell Biology,Journal of the American Academy of Dermatology; British Journal of Dermatology; JAMA Dermatology; Journal of Investigative Dermatology,https://en.wikipedia.org/wiki/Dermatology,high
2711,Emergency Medicine,Medicine,"Clinical medicine dealing with the immediate recognition, diagnosis, and treatment of acute illness and injury in emergency and urgent-care settings, including trauma resuscitation, triage, and clinical coordination of prehospital emergency care.",emergency department triage and workflow; trauma resuscitation; acute presentations of illness and injury; toxicology and poisoning management in the ED; prehospital/EMS clinical coordination; emergency procedures and point-of-care diagnostics; disaster and mass-casualty medicine,ambulance/paramedic operations and EMS systems as a health-service delivery field rather than acute clinical care -> Emergency Medical Services,Annals of Emergency Medicine; Academic Emergency Medicine; American Journal of Emergency Medicine; European Journal of Emergency Medicine,https://en.wikipedia.org/wiki/Emergency_medicine,high
2712,"Endocrinology, Diabetes and Metabolism",Medicine,"Covers research on hormone-producing glands and endocrine disorders, diabetes mellitus, and metabolic disease, including their diagnosis, management, and complications.",diabetes management and complications; thyroid and other endocrine gland disorders; obesity and metabolic syndrome; glycemic control and hyperglycemia; lipid and lipoprotein metabolism; hormonal and reproductive endocrinology,"general or multisystem adult medicine where an endocrine/metabolic disorder is incidental rather than the primary diagnosis -> Internal Medicine ; basic/mechanistic hormone signaling, receptor biology, and endocrine-gland physiology studied without a clinical diagnosis or disease-management framing -> Endocrinology ; diabetic or hypertensive kidney complications framed as renal disease management -> Nephrology",Journal of Clinical Endocrinology & Metabolism; Diabetes Care; Diabetologia; Endocrine Reviews,https://en.wikipedia.org/wiki/Endocrinology,high
2713,Epidemiology,Medicine,"Covers the study of disease distribution, risk factors, and outcomes across populations, and population-level/clinical-outcomes research spanning acute and chronic conditions of many kinds. ARBITRATION vs Public Health, Environmental and Occupational Health [Medicine] and Health Informatics [Medicine]: study design, population-level risk-factor/outcomes analysis, and statistical inference own this card; population policy, prevention programming, and environmental/occupational practice belong to Public Health; health-data-system technology and infrastructure belong to Health Informatics.",disease surveillance and outbreak investigation; risk factor and determinant analysis; cohort and case-control study design; clinical outcomes and prognosis research; infectious disease epidemiology; public health statistics; population-level burden-of-disease studies,"population health policy, environmental/occupational exposure surveillance, and prevention-programme design, as opposed to epidemiologic study design and population-level inference itself -> Public Health, Environmental and Occupational Health ; health data systems and informatics infrastructure/technology as the contribution, rather than the epidemiologic study design or statistical population inference -> Health Informatics ; general or multisystem adult clinical medicine where population-level study design is not the contribution -> Internal Medicine ; gene-disease association or heritability analysis as its own contribution, rather than descriptive population incidence or risk-factor analysis -> Genetics",American Journal of Epidemiology; International Journal of Epidemiology; Epidemiology; European Journal of Epidemiology,https://en.wikipedia.org/wiki/Epidemiology,medium
2714,Family Practice,Medicine,"Primary care medicine covering comprehensive, continuous, community-based care for patients of all ages: general/family physician practice, preventive care, and chronic disease management delivered in the primary-care setting.",general/family practitioner care; primary care preventive medicine; chronic disease management in primary care; continuity and coordination of care; primary-care doctor-patient communication; community and rural general practice; primary care office procedures,"hospital-based/inpatient general medicine and complex multisystem adult diagnosis, as opposed to continuous ambulatory primary-care practice -> Internal Medicine ; population-level preventive health policy and program design as opposed to individual-patient primary-care practice -> Public Health, Environmental and Occupational Health ; care of infants and children as its own specialty -> Pediatrics, Perinatology and Child Health",Family Practice; Journal of the American Board of Family Medicine; Annals of Family Medicine; British Journal of General Practice,https://en.wikipedia.org/wiki/Family_medicine,high
2715,Gastroenterology,Medicine,"Clinical medicine and pathophysiology of the digestive system: esophagus, stomach, intestines, pancreas, and biliary tract disorders, including endoscopic diagnosis and treatment.",inflammatory bowel disease; GI motility disorders; peptic ulcer and acid-related disease; endoscopy and GI diagnostics; pancreatic and biliary tract disorders; gastrointestinal cancers (clinical); gut microbiome in digestive disease,liver-specific disease and hepatology -> Hepatology,Gastroenterology; Gut; American Journal of Gastroenterology; Clinical Gastroenterology and Hepatology,https://en.wikipedia.org/wiki/Gastroenterology,high
2716,Genetics,Medicine,"Covers the study of heredity and genetic variation as it relates to human health: genetic and genomic disorders, inheritance patterns, and genetic risk and testing, viewed at the clinical/biomedical level. ARBITRATION vs Genetics [Biochemistry, Genetics and Molecular Biology]: clinical/patient-and-disease-framed human genetics (hereditary disorders, genetic testing/counseling, gene-disease association studies aimed at patient risk) stays here; basic heredity, population/quantitative genetics, genomics methodology, and non-human genetics belong to Genetics [Biochemistry, Genetics and Molecular Biology].",medical and clinical genetics; genetic and hereditary disorders/syndromes; genomics and genome-wide association studies; genetic testing and counseling; gene-disease association studies; population genetics of disease risk,"molecular mechanisms of gene expression/regulation and cell signaling -> Molecular Biology ; evolutionary genetics, phylogenetics and species-level genetic diversity -> Ecology, Evolution, Behavior and Systematics ; population, quantitative, or model-organism genetics research whose object is basic heredity, genomics methodology, or agricultural/livestock genetics rather than human clinical diagnosis, risk, or disease association -> Genetics",Nature Genetics; American Journal of Human Genetics; Genetics in Medicine; European Journal of Human Genetics,https://en.wikipedia.org/wiki/Medical_genetics,medium
2717,Geriatrics and Gerontology,Medicine,"The clinical care and biological/social study of aging and the health of older adults. Covers age-related disease and frailty, geriatric syndromes, care of the elderly across settings, and the clinical (as opposed to purely biological) study of aging.","frailty and functional decline in older adults; geriatric syndromes (falls, delirium, polypharmacy); clinical care models for older adults; aging-related pharmacotherapy and outcomes; long-term and palliative care of the elderly; gerontological epidemiology","basic biological/molecular mechanisms of aging not framed as clinical geriatric care -> Aging ; general internal medicine not specific to the older-adult population -> Internal Medicine ; social gerontology: ageing as social roles, isolation, cohorts and life transitions rather than clinical care -> Life-span and Life-course Studies",Journal of the American Geriatrics Society; Age and Ageing; Journal of Gerontology: Medical Sciences,https://en.wikipedia.org/wiki/Geriatrics,high
2718,Health Informatics,Medicine,"Covers the application of information technology, data science, and computational methods to healthcare delivery, clinical data, and health systems. ARBITRATION vs Epidemiology [Medicine] and Public Health, Environmental and Occupational Health [Medicine]: the health-IT system, clinical-data-technology, and interoperability contribution owns this card; population-level study design and inference belong to Epidemiology; population health policy and prevention programming belong to Public Health.",electronic health records; clinical decision support systems; health data analytics; telemedicine and telehealth systems; medical data standards and interoperability; digital health technologies; health information system design,"biomedical literature mining, ontologies, gene and genome annotation, and general computational-biology tooling - this card is clinical and health-system data (EHR, telemedicine, interoperability, decision support) -> Computer Science Applications ; population-level disease-distribution or risk-factor analysis as a research question (the epidemiologic study design is the contribution), even when conducted on health datasets -> Epidemiology ; public-health policy, environmental/occupational health practice, or health-promotion programming as the contribution, as opposed to the information system or data technology itself -> Public Health, Environmental and Occupational Health",Journal of the American Medical Informatics Association; Journal of Biomedical Informatics; International Journal of Medical Informatics; JMIR Medical Informatics,https://en.wikipedia.org/wiki/Health_informatics,high
2720,Hematology,Medicine,"Covers the study of blood, blood-forming organs, and blood-related diseases, including their diagnosis, treatment, and management.",leukemia and lymphoma; anemia and hemoglobinopathies; bleeding and clotting disorders; bone marrow and stem cell transplantation; blood transfusion medicine; myeloproliferative and myelodysplastic disorders,"general adult medicine where a blood-count abnormality is incidental rather than the primary hematologic diagnosis -> Internal Medicine ; treatment of hematologic malignancies framed as oncologic systemic therapy, staging, and multimodal cancer management -> Oncology ; hereditary hemoglobinopathy or clotting-disorder genetics and genetic testing as its own contribution -> Genetics",Blood; British Journal of Haematology; American Journal of Hematology; Haematologica,https://en.wikipedia.org/wiki/Hematology,high
2721,Hepatology,Medicine,"Covers the study of liver, gallbladder, biliary tree, and pancreas diseases, including their diagnosis, treatment, and transplantation.",liver cirrhosis and fibrosis; viral hepatitis; liver transplantation; hepatocellular carcinoma; non-alcoholic fatty liver disease; biliary and pancreatic disorders; acute and chronic liver failure,"general/multisystem adult disease where liver involvement is secondary to the primary diagnosis -> Internal Medicine ; drug-induced hepatotoxicity studied as a pharmacological/toxicological mechanism of the causative compound rather than the clinical liver disease itself -> Pharmacology ; non-hepatic, non-biliary digestive-tract disease -> Gastroenterology",Journal of Hepatology; Hepatology; Liver International; Clinical Gastroenterology and Hepatology,https://en.wikipedia.org/wiki/Hepatology,high
2723,Immunology and Allergy,Medicine,"Clinical medicine of allergic and immune-mediated diseases in patients: diagnosis and treatment of asthma and allergic disease, anaphylaxis, primary immunodeficiency, and clinical allergen immunotherapy. Distinct from basic/experimental immunology, which studies immune-system mechanisms rather than patient care.",allergic rhinitis and asthma; food allergy and anaphylaxis; allergen immunotherapy; primary immunodeficiency (clinical); urticaria and angioedema; drug allergy; clinical allergy testing and diagnostics,basic/experimental immunology and immune-system mechanisms not framed around clinical allergy or immunodeficiency management -> Immunology,"Journal of Allergy and Clinical Immunology; Allergy; Clinical & Experimental Allergy; Annals of Allergy, Asthma & Immunology",https://en.wikipedia.org/wiki/Allergology,high
2724,Internal Medicine,Medicine,"Adult primary and hospital-based medicine focused on the diagnosis, treatment, and prevention of complex, multisystem, or undifferentiated adult disease, typically practiced by general internists and hospitalists integrating across organ-system subspecialties.",hospitalist and inpatient adult medicine; multisystem or undifferentiated disease diagnosis; general internal medicine practice guidelines; comorbidity management in adults; perioperative internal medicine consultation; internal medicine training and education; general adult preventive care,"a cardiac-defining diagnosis (coronary disease, arrhythmia, heart failure) as the primary contribution -> Cardiology and Cardiovascular Medicine ; ICU-level multi-organ critical-illness support as the primary contribution -> Critical Care and Intensive Care Medicine ; population-level study design and epidemiologic inference as the contribution -> Epidemiology ; continuous, ambulatory, community-based primary-care practice as the contribution -> Family Practice",Annals of Internal Medicine; JAMA Internal Medicine; Journal of General Internal Medicine; European Journal of Internal Medicine,https://en.wikipedia.org/wiki/Internal_medicine,medium
